CollisionID,ClaimAmount,ClaimDateTime
3065868,9795.48,2013-11-09 5:26
278022,9415.61,2013-11-09 7:43
25253,9732.39,2013-11-09 10:29
2849228,8103.99,2013-11-09 10:31
2983804,9409.03,2013-11-09 11:52
2865011,4440.96,2013-11-09 14:21
2879645,6159.58,2013-11-08 21:42
2840993,7709.03,2013-11-09 16:37
2879647,6664.95,2013-11-09 18:56
258644,3999.99,2013-11-29 11:20
232070,6914.86,2013-11-08 2:49
2913763,2423.87,2013-11-08 4:43
3045999,7385.22,2013-11-07 9:01
2865002,8206.67,2013-11-07 4:20
3107334,648.53,2013-11-06 12:28
2834135,5219.39,2013-11-06 4:09
3122955,1381.6,2013-11-05 11:09
3090491,5226.6,2013-11-04 8:57
3034397,4555.74,2013-11-04 11:12
3102515,6028.5,2013-11-04 1:36
2913746,2085.02,2013-11-04 3:04
202045,4031.41,2013-12-16 13:46
2960291,547.27,2013-12-18 10:39
226794,5010.36,2013-12-19 13:26
94491,5386.72,2013-12-28 9:13
178883,3363.8,2013-12-13 10:05
253842,4585.21,2013-12-30 11:09
292321,6808.92,2013-12-14 20:08
2929579,2294.82,2013-12-31 21:16
292218,5586.73,2013-12-06 18:41
263258,4393.25,2013-11-22 8:48
2922009,7925.36,2013-11-24 2:37
2922007,6351.41,2013-11-16 0:32
2897676,6943.59,2013-11-26 7:02
8887,2057.37,2013-11-29 21:02
253263,5995.55,2013-11-25 16:04
16091,5367.17,2013-11-13 3:59
169620,7243.01,2013-12-10 2:15
3034562,3582.74,2013-12-25 10:02
2879720,6401.32,2013-12-30 10:44
3587403,8024.89,2013-12-26 14:26
69374,9981.6,2013-08-07 13:08
2837815,2453.71,2013-08-10 17:30
49619,9426.52,2013-08-09 9:34
108599,2853.88,2013-08-11 14:25
42303,2250.7,2013-08-07 14:01
150626,2949.6,2013-08-09 4:38
146503,9155.27,2013-08-08 13:58
128391,2107.41,2013-08-09 12:48
251598,2189.42,2013-08-06 11:28
124205,6336.55,2013-08-08 12:28
257809,7766.09,2013-08-08 9:59
291074,4457.56,2013-08-06 6:40
24552,8058.61,2013-08-08 20:31
150610,2682.51,2013-08-08 2:35
257813,4924.04,2013-08-09 5:09
29923,8869.34,2013-08-08 15:21
231265,7735.07,2013-08-07 10:57
150614,1717.49,2013-08-08 7:09
49628,9610,2013-08-10 16:38
2976377,1326.31,2013-08-06 10:58
42335,5889.16,2013-08-09 12:11
49600,9894.65,2013-08-08 9:07
178993,6713.65,2013-12-30 5:58
31425,3782.39,2013-12-30 17:35
203476,6613.9,2013-12-22 3:51
226826,2548.11,2013-12-21 9:09
129284,3257.12,2013-12-31 11:18
91585,8568.43,2013-12-14 7:21
147120,590.45,2013-12-27 10:55
125085,4331.99,2013-12-19 1:52
36879,4797.15,2013-12-06 7:21
207984,4439.82,2013-12-14 8:15
2865090,3118.69,2013-12-16 12:51
75793,7020.5,2013-12-28 4:44
263405,6380.3,2013-12-10 5:01
244622,7325.28,2013-12-21 3:37
178865,8322.23,2013-12-09 10:15
232482,9062.54,2013-12-24 7:00
43944,972.48,2013-12-13 12:51
44107,1679.72,2013-12-24 16:02
57232,965.42,2013-12-05 10:36
300573,5060.9,2013-12-30 14:39
208019,5750.99,2013-12-17 16:02
3046167,6552.75,2013-12-30 11:09
159588,8382.6,2013-12-24 16:54
253828,2495.21,2013-12-28 14:16
134267,4730.39,2013-12-16 9:36
202064,6916.3,2013-12-25 14:50
300309,6781.63,2013-12-06 14:46
3125289,7205.43,2013-12-16 4:00
184255,875.35,2013-12-19 4:22
207912,998.85,2013-12-06 4:48
3000144,4993.76,2013-12-16 9:03
218615,6606.12,2013-12-23 11:00
140071,5881.56,2013-12-18 13:12
61814,4094.47,2013-12-10 4:28
244659,591.09,2013-12-23 8:43
75779,2953.23,2013-12-24 9:50
244690,8619.18,2013-12-29 9:52
3034553,756.15,2013-12-22 19:06
207964,8786.23,2013-12-12 10:59
134396,7952.78,2013-12-30 7:05
109089,8671.68,2013-12-06 8:31
2927737,7350.23,2013-12-13 5:38
218438,2296.44,2013-12-09 11:15
37085,2011.99,2013-12-30 1:58
3090490,1494.79,2013-12-08 16:46
212663,4963.65,2013-12-28 21:43
25569,5221.23,2013-12-19 6:37
226836,9355.99,2013-12-22 0:36
289943,7830.01,2013-12-09 12:46
20879,5570.81,2013-12-16 14:40
151793,889.76,2013-12-24 9:45
226940,3312.85,2013-12-30 8:39
94384,665.58,2013-12-06 6:07
140067,8581.95,2013-12-18 5:37
4596,4411.69,2013-12-13 6:36
197428,5061.46,2013-12-05 9:55
44061,3763.72,2013-12-22 16:40
263496,9271.06,2013-12-20 11:20
151833,7702.18,2013-12-31 20:15
267457,8716.43,2013-12-08 14:00
94443,4373.62,2013-12-17 7:44
292439,2486.22,2013-12-24 7:48
226842,7270.53,2013-12-22 8:23
169677,9331.34,2013-12-14 15:43
140087,1490,2013-12-20 11:50
69727,3133.42,2013-12-09 3:20
66135,5236.47,2013-12-14 19:36
237871,7532.4,2013-12-21 5:54
212508,5679.46,2013-12-19 9:59
51487,8974.1,2013-12-28 2:22
99083,1417.46,2013-12-07 10:11
84644,2541.36,2013-12-24 13:20
102341,9193.89,2013-12-20 5:53
182293,3047.89,2013-12-31 10:57
271866,9476.23,2013-12-20 21:35
300329,7214.02,2013-12-09 7:08
134182,4411.59,2013-12-09 7:47
263489,2516.92,2013-12-18 21:19
120636,832.07,2013-12-09 8:44
237827,8972.84,2013-12-17 13:04
300372,5631.47,2013-12-11 7:49
25589,1528.51,2013-12-22 7:25
51369,3706,2013-12-16 17:13
140026,9498.86,2013-12-14 11:07
129260,964.69,2013-12-27 8:02
20985,9023.08,2013-12-30 8:04
182188,8786.55,2013-12-10 6:43
290072,9961.18,2013-12-23 16:12
144072,5490.41,2013-12-10 9:40
300489,6084.45,2013-12-20 0:39
292271,889.85,2013-12-10 6:36
226816,7581.41,2013-12-20 10:55
54975,7228.79,2013-12-11 8:18
99225,6033.62,2013-12-27 13:01
226671,2175.93,2013-12-11 4:19
169602,7555.9,2013-12-08 11:19
232514,9469.37,2013-12-29 7:20
226969,6925.4,2013-12-31 17:22
292314,8024.56,2013-12-14 12:45
25527,6784.94,2013-12-13 20:54
292295,7302.96,2013-12-12 10:19
44189,7109.5,2013-12-31 16:14
25615,5763.49,2013-12-28 9:53
218658,8308.59,2013-12-28 10:25
2988537,2931.38,2013-12-18 16:28
197562,1568.32,2013-12-23 11:10
226901,3562.35,2013-12-26 22:59
2988542,5516.63,2013-12-24 13:22
303802,8986.22,2013-12-23 8:07
218417,8607.47,2013-12-08 5:24
187249,8347.33,2013-12-15 18:19
84488,1107.57,2013-12-06 17:10
253801,6823.11,2013-12-26 13:17
54999,1356.34,2013-12-15 12:32
120611,7190.1,2013-12-07 10:51
125183,6532.55,2013-12-31 23:55
226877,4842.28,2013-12-24 10:55
51426,6359.82,2013-12-21 13:41
169808,5915.34,2013-12-23 8:54
112951,1271.01,2013-12-15 4:59
2913842,9638.82,2013-12-05 7:07
140019,4813.05,2013-12-13 10:11
300561,9455.57,2013-12-28 11:47
31249,904.48,2013-12-13 6:05
109182,7768.31,2013-12-28 11:40
94438,2024.26,2013-12-16 12:02
218662,3858.64,2013-12-27 16:34
102368,9561.84,2013-12-28 22:22
61874,1440.64,2013-12-23 15:33
36921,8687.25,2013-12-10 5:27
300494,8374.7,2013-12-21 6:49
267623,8301.82,2013-12-29 0:35
57312,2853.61,2013-12-30 9:47
4639,6702.52,2013-12-17 20:32
66115,5837.98,2013-12-09 4:28
147100,3318.6,2013-12-22 21:59
253840,3898.65,2013-12-29 15:19
253757,1340.68,2013-12-22 8:59
61837,4902.84,2013-12-17 7:47
169621,7976.46,2013-12-10 10:24
3107373,4465.54,2013-12-05 13:11
232390,3057.49,2013-12-14 11:34
244578,6350.96,2013-12-18 2:21
208039,4486.91,2013-12-20 15:19
258737,8599.21,2013-12-13 3:02
55014,2348.24,2013-12-18 9:07
106357,6436.88,2013-12-21 14:41
75807,7842.57,2013-12-30 15:59
61850,8111.29,2013-12-20 8:16
59416,2197.93,2013-12-27 8:59
3080472,599.44,2013-12-09 13:13
3018017,938.32,2013-12-06 11:41
278477,7777.78,2013-12-17 10:10
2965533,1221.11,2013-12-06 2:50
218418,7199.97,2013-12-08 11:03
226783,8156.8,2013-12-18 12:01
2879692,5695.06,2013-12-13 2:32
2865110,3943.72,2013-12-29 17:37
4693,7982.69,2013-12-22 13:34
267443,652.86,2013-12-07 19:12
151787,9185.34,2013-12-24 0:27
278385,5898.95,2013-12-12 8:04
51206,829.57,2013-12-06 6:45
200691,4190.8,2013-12-21 21:05
212481,733.06,2013-12-17 16:23
129192,1980.48,2013-12-18 4:56
151714,3565.65,2013-12-15 12:33
2983847,1262.24,2013-12-19 9:44
218635,6123.6,2013-12-25 12:23
244485,7274.81,2013-12-12 4:01
91622,8484.16,2013-12-18 5:57
187233,4731.55,2013-12-13 1:54
140129,8959.12,2013-12-24 12:10
202075,9095.79,2013-12-30 5:10
237927,1298.18,2013-12-29 14:31
99160,9109.35,2013-12-14 17:28
232508,2731.63,2013-12-28 9:12
303721,7272,2013-12-11 16:25
11846,9323.02,2013-12-19 21:14
11775,1574.11,2013-12-06 9:23
36932,9024.89,2013-12-11 9:33
278555,5212.76,2013-12-24 9:04
226861,1964.32,2013-12-23 21:30
237929,9134.47,2013-12-23 18:23
284053,4429.39,2013-12-25 4:20
134220,5659.37,2013-12-11 4:47
178970,7203.23,2013-12-30 13:18
51415,1340.03,2013-12-20 3:45
106418,2280.2,2013-12-31 13:08
80406,9008.07,2013-12-05 9:02
253575,1085.14,2013-12-14 4:40
13651,5827.11,2013-12-14 13:16
232351,1148.03,2013-12-09 4:00
51278,1237.1,2013-12-10 6:00
80407,5397.54,2013-12-06 3:35
208085,1336.86,2013-12-25 12:40
3034558,5966.72,2013-12-23 13:33
197572,7384.61,2013-12-24 11:10
300345,7767.02,2013-12-10 4:05
226740,8818.35,2013-12-15 7:49
155334,5969.97,2013-12-16 13:47
36967,5029.51,2013-12-14 15:57
16172,8465.8,2013-12-07 17:30
78264,1696.21,2013-12-11 11:28
51308,6079.04,2013-12-12 11:38
16195,2612.01,2013-12-12 5:15
147128,5471.71,2013-12-30 3:08
31166,4321.61,2013-12-06 16:22
162894,3092.58,2013-12-06 18:12
292217,8749.77,2013-12-06 9:20
20933,9274.43,2013-12-21 17:09
11806,3317.66,2013-12-12 11:14
80459,9739.18,2013-12-19 22:34
43809,751.16,2013-12-06 8:54
2934608,8008.01,2013-12-14 1:02
155395,4564.88,2013-12-26 16:12
106252,3259.26,2013-12-07 12:44
284054,7686.14,2013-12-26 7:18
57267,8347.4,2013-12-18 17:57
129135,4187.34,2013-12-08 7:54
218501,5647.11,2013-12-14 12:00
80449,8483.85,2013-12-17 5:19
175336,8113.13,2013-12-13 14:52
267517,4610.68,2013-12-17 13:52
25536,8306.5,2013-12-15 15:41
271930,4785.46,2013-12-28 13:43
8970,2242.26,2013-12-16 9:30
84647,4759.5,2013-12-27 12:33
3107375,1708.74,2013-12-07 14:25
237842,8537.5,2013-12-18 11:29
69723,8960.95,2013-12-06 4:54
84683,1259.72,2013-12-31 6:04
144093,3558.81,2013-12-13 4:09
120654,1926.98,2013-12-11 9:05
20870,5529.14,2013-12-15 0:37
144175,3520.19,2013-12-22 15:20
253707,3573.52,2013-12-20 9:05
226870,6772.5,2013-12-24 16:01
72253,4983.3,2013-12-12 6:35
113050,6111.1,2013-12-31 7:36
44116,3195.77,2013-12-27 13:20
3102554,3111.36,2013-12-15 6:37
155294,3202.96,2013-12-10 4:53
162997,1156.54,2013-12-24 3:51
290019,7068.52,2013-12-17 11:35
43949,727.72,2013-12-13 8:59
125147,8606.88,2013-12-25 21:48
2834149,9914.72,2013-12-05 7:03
208107,634.13,2013-12-29 8:42
51217,5278.08,2013-12-06 19:20
244716,2258.73,2013-12-31 20:52
290084,9694.68,2013-12-24 10:26
125181,7049.77,2013-12-31 11:31
151686,7941.73,2013-12-12 23:50
253663,9104.94,2013-12-18 11:27
258792,5265.84,2013-12-19 13:16
106361,4753.47,2013-12-22 17:14
25581,5845.37,2013-12-20 9:42
4636,9839,2013-12-13 23:17
253625,4966.93,2013-12-17 9:38
151815,5410.84,2013-12-28 14:58
3090509,4897.84,2013-12-18 13:54
3046162,6415.52,2013-12-26 14:28
191120,8537.95,2013-12-17 13:43
94433,3901.19,2013-12-14 11:06
178858,5784.95,2013-12-08 17:34
84505,8494.91,2013-12-10 11:47
51228,5144.04,2013-12-06 16:02
13695,5405.92,2013-12-29 10:38
51354,1586.81,2013-12-15 15:22
64820,2002.88,2013-12-31 7:37
292300,8872.84,2013-12-05 6:22
253856,9100.9,2013-12-29 8:19
159513,7221.54,2013-12-12 12:52
244669,7300.4,2013-12-25 6:37
80453,7291.54,2013-12-19 7:01
278335,1840.22,2013-12-07 6:04
271769,8825.12,2013-12-07 17:51
289935,8927.95,2013-12-08 13:30
208066,4041.86,2013-12-23 16:11
112947,5722.69,2013-12-19 14:15
163020,8386.99,2013-12-30 6:00
51455,3406.83,2013-12-24 7:07
300442,9183.27,2013-12-17 4:44
51352,3440.34,2013-12-15 13:10
84536,3984.35,2013-12-13 10:19
278399,8678.94,2013-12-13 9:24
191051,2644.15,2013-12-11 2:01
61790,1575.15,2013-12-09 13:43
134215,1479.39,2013-12-10 11:15
44084,8226.55,2013-12-24 6:30
244610,9414.99,2013-12-20 12:30
144032,7800.18,2013-12-05 7:24
200720,2407.34,2013-12-27 9:53
20847,747.75,2013-12-12 18:10
232463,6752.75,2013-12-21 8:44
253724,6991.33,2013-12-21 9:08
292471,5859.38,2013-12-28 0:42
91626,8481.42,2013-12-20 9:57
80414,5670.83,2013-12-07 9:13
237836,6553.24,2013-12-18 2:10
159608,3851.61,2013-12-29 9:13
75796,1423.26,2013-12-28 16:07
113030,5695.12,2013-12-28 14:24
94500,5979.32,2013-12-27 21:06
197437,8931.97,2013-12-06 13:03
271906,8545.45,2013-12-24 10:37
66124,8984.83,2013-12-13 13:24
232429,6788.37,2013-12-18 4:14
253475,8086.37,2013-12-08 0:59
88069,3770.07,2013-12-11 10:20
300439,6787.1,2013-12-16 11:46
178901,4452.3,2013-12-16 6:50
212604,6906.96,2013-12-31 13:13
218677,591.14,2013-12-31 9:29
69799,4532.87,2013-12-29 13:17
51306,9667.75,2013-12-11 15:11
88108,8375.27,2013-12-17 9:16
11874,9594.21,2013-12-28 19:00
25584,3946.44,2013-12-22 11:55
278518,7895.67,2013-12-21 5:37
72286,6604.81,2013-12-26 16:36
278362,9074.86,2013-12-10 3:23
67914,6280.53,2013-12-20 6:37
11863,4726.77,2013-12-24 11:43
120672,8823.1,2013-12-14 9:40
162956,3262.52,2013-12-13 9:25
244628,3042.04,2013-12-21 2:57
191105,6728.38,2013-12-19 5:52
3102565,4498.15,2013-12-28 18:08
191038,8203.88,2013-12-09 10:45
3108070,2613.11,2013-12-20 12:50
200690,4529.29,2013-12-21 19:07
283869,7408.11,2013-12-11 16:59
191053,1586.52,2013-12-11 6:48
75765,1836.55,2013-12-21 11:37
3056878,6287.14,2013-12-31 8:25
218607,9599.7,2013-12-20 15:27
244528,3255.06,2013-12-14 14:06
278433,4031.66,2013-12-15 12:53
2922024,4187.58,2013-12-12 4:37
44082,4229.66,2013-12-24 9:03
102321,2582.06,2013-12-15 3:40
69768,2012.17,2013-12-19 6:38
72201,7556.18,2013-12-07 4:28
169772,3636.75,2013-12-19 10:27
55026,2159.81,2013-12-19 12:44
2867297,8303.02,2013-12-09 13:39
43815,4253.53,2013-12-06 6:53
120704,6517.93,2013-12-17 16:03
253579,3607.45,2013-12-14 15:05
258877,642,2013-12-31 16:14
226713,5176.34,2013-12-13 19:38
99149,4959.98,2013-12-16 4:51
4666,5052.35,2013-12-20 2:09
37033,4098.71,2013-12-21 0:29
212479,7654.72,2013-12-17 13:00
271935,9970.65,2013-12-28 11:03
134236,9417.62,2013-12-12 18:53
197561,2999.55,2013-12-23 13:34
169810,7532.52,2013-12-21 10:47
263425,1032.63,2013-12-12 6:28
31298,5922.21,2013-12-17 15:51
11807,9036.25,2013-12-12 13:37
162939,9997.12,2013-12-14 7:35
203445,1214.71,2013-12-06 7:21
61852,8693.45,2013-12-20 8:33
25550,1742.15,2013-12-17 13:43
159444,8903.37,2013-12-06 2:42
115900,5863.68,2013-12-16 7:31
187201,594.67,2013-12-07 10:34
175402,3015.81,2013-12-25 5:41
292310,6365.86,2013-12-13 14:02
36942,9984.44,2013-12-12 8:34
120666,1552.36,2013-12-13 14:39
2983850,8181.1,2013-12-21 19:50
25576,3268.21,2013-12-20 15:28
64768,8242.03,2013-12-10 7:18
184230,7492.88,2013-12-12 8:08
9002,3278.57,2013-12-23 13:28
300357,2878.05,2013-12-11 4:05
303771,8246.61,2013-12-19 9:16
20907,4507.61,2013-12-19 0:40
237893,4894.1,2013-12-23 17:33
2913847,2147.71,2013-12-06 10:02
237823,789.21,2013-12-17 3:30
290111,9424.81,2013-12-29 7:42
283914,2638.49,2013-12-16 11:54
182216,3698.21,2013-12-16 5:34
253683,4371.49,2013-12-19 4:58
244629,2689.42,2013-12-20 21:58
109117,8886.94,2013-12-12 16:48
31284,6061.69,2013-12-16 18:18
4597,8971.6,2013-12-13 12:24
144208,7301.8,2013-12-31 5:48
75697,8143.77,2013-12-12 11:39
144069,9088.74,2013-12-10 9:16
3023930,3778.77,2013-12-20 14:50
253617,9108.95,2013-12-16 15:15
94496,6240.71,2013-12-29 12:55
244479,9808.68,2013-12-11 4:30
271871,1927.92,2013-12-21 6:21
75701,948.1,2013-12-13 9:42
13693,8252.2,2013-12-29 12:45
237767,9166.52,2013-12-10 14:15
200695,9380.52,2013-12-23 4:24
159447,6060.61,2013-12-06 10:32
155384,888.39,2013-12-22 8:55
226628,9987.56,2013-12-08 7:58
300502,5665.61,2013-12-20 11:38
263492,9144.85,2013-12-18 4:50
2897692,1889.01,2013-12-05 11:15
169755,4586.07,2013-12-18 17:42
193536,2580.67,2013-12-07 2:16
69733,1993.9,2013-12-10 9:01
3107396,1174.48,2013-12-30 12:53
182201,6218.05,2013-12-12 14:50
3097508,1604.93,2013-12-11 3:12
2913897,5449.78,2013-12-28 9:51
218502,2338.24,2013-12-14 12:35
102284,4049.73,2013-12-06 1:32
253655,3497.72,2013-12-18 8:47
11804,5286.23,2013-12-11 23:58
244695,5257.35,2013-12-30 13:20
25597,4432.29,2013-12-23 19:29
147070,9289.56,2013-12-17 8:01
61783,3728.63,2013-12-06 19:38
258721,1628.33,2013-12-10 11:04
84689,9894.99,2013-12-31 13:16
102359,729.04,2013-12-26 7:53
75666,6966.82,2013-12-05 6:24
106320,9882.33,2013-12-16 5:26
193574,6914.69,2013-12-16 11:06
84494,2952.32,2013-12-07 12:40
51279,8500.37,2013-12-10 5:41
115961,9999.92,2013-12-30 18:01
271899,5554.31,2013-12-23 20:43
226788,7197.3,2013-12-19 5:29
207976,4626.08,2013-12-13 23:45
232506,3233.53,2013-12-28 12:13
3034502,2353.11,2013-12-05 6:17
163005,2412.96,2013-12-25 13:39
283863,4895.37,2013-12-11 4:00
84693,7760.81,2013-12-31 18:01
267486,9360.34,2013-12-13 1:48
20860,1595.46,2013-12-13 10:56
134328,7473.65,2013-12-21 23:20
